species_id,version_id,language_id,flavor_text
698,26,9,"This calm Pokémon lived in a cold land where
there were no violent predators like Tyrantrum."
699,26,9,"Using its diamond-shaped crystals,
it can instantly create a wall of
ice to block an opponent’s attack."
700,26,9,"It wraps its ribbonlike feelers around
the arm of its beloved Trainer
and walks with him or her."
701,26,9,"With its wings, it controls its position in the air.
It likes to attack from above, a maneuver that
is difficult to defend against."
702,26,9,"It uses its tail to absorb electricity from
power plants or from outlets in houses,
and then it fires the electricity from its whiskers."
703,26,9,"It has slept underground for hundreds of millions
of years since its birth. It’s occasionally found
during the excavation of caves."
704,26,9,"It’s covered in a slimy membrane that makes
any punches or kicks slide off it harmlessly."
705,26,9,"Its four horns are a high-performance radar system.
It uses them to sense sounds and smells,
rather than using ears or a nose."
706,26,9,"It attacks with retractable horns.
It throws a punch that’s the equivalent
of the force of a hundred pro boxers."
707,26,9,"It never lets go of a key that it likes,
so people give it the keys to vaults and
safes as a way to prevent crime."
708,26,9,"According to old tales, these Pokémon are
stumps possessed by the spirits of
children who died while lost in the forest."
709,26,9,"Using its roots as a nervous system,
it controls the trees in the forest.
It’s kind to the Pokémon that reside in its body."
710,26,9,"It is said to carry wandering spirits
to the place where they belong
so they can move on."
711,26,9,"It enwraps its prey in its hairlike arms.
It sings joyfully as it observes the
suffering of its prey."
712,26,9,"Using air of -150 degrees Fahrenheit, they
freeze opponents solid. They live in herds
above the snow line on mountains."
713,26,9,"The way several Bergmite huddle
on its back makes it look like
an aircraft carrier made of ice."
714,26,9,"Even a robust wrestler will become
dizzy and unable to stand when exposed
to its 200,000-hertz ultrasonic waves."
715,26,9,"The ultrasonic waves it emits from its ears
can reduce a large boulder to pebbles.
It swoops out of the dark to attack."
716,26,9,"When the horns on its head shine
in seven colors, it is said to be
sharing everlasting life."
717,26,9,"When its life comes to an end, it absorbs
the life energy of every living thing
and turns into a cocoon once more."
718,26,9,"It’s hypothesized that it’s monitoring
those who destroy the ecosystem
from deep in the cave where it lives."
719,26,9,"It can instantly create many diamonds
by compressing the carbon in the air
between its hands."
720,26,9,"It is said to be able to seize anything it desires
with its six rings and six huge arms. With its power
sealed, it is transformed into a much smaller form."
721,26,9,"It expels its internal steam from the
arms on its back. It has enough
power to blow away a mountain."
